"Código","Unidade Territorial","UF","Referência","total de pessoas elegíveis ao recebimento do auxílio emergencial","Soma do total a ser repassado pelo Auxílio emergencial e pela extensão do auxílio (todos os públicos)","Pessoas elegíveis do público Cadastro Único (sem bolsa)","Valor total a ser repassado para público Cadastro Único (sem bolsa)","Pessoas elegíveis do público Aplicativo Caixa","Valor total a ser repassado para público Aplicativo Caixa","Pessoas elegíveis por meio Judicial","Valor total a ser repassado para público Judicial","Valor total a ser repassado para público Bolsa Família"
"311440","CARMO DO RIO CLARO","MG","2021","6","47400","0","2400.0","1","30000.0","5","15000.0","0"
"311450","CARMÓPOLIS DE MINAS","MG","2021","0","31800","0","1200.0","0","30600.0","0","0","0"
"311455","CARNEIRINHO","MG","2021","0","10800","0","600.0","0","10200.0","0","0","0"
"311460","CARRANCAS","MG","2021","0","15600","0","0","0","15600.0","0","0","0"
"311470","CARVALHÓPOLIS","MG","2021","1","11400","0","0","1","11400.0","0","0","0"
"311480","CARVALHOS","MG","2021","0","3000","0","600.0","0","2400.0","0","0","0"
"311490","CASA GRANDE","MG","2021","0","0","0","0","0","0","0","0","0"
"311500","CASCALHO RICO","MG","2021","0","0","0","0","0","0","0","0","0"
"311510","CÁSSIA","MG","2021","4","50400","0","10800.0","0","27600.0","4","12000.0","0"
"311520","CONCEIÇÃO DA BARRA DE MINAS","MG","2021","0","1200","0","0","0","1200.0","0","0","0"
"311530","CATAGUASES","MG","2021","12","162600","0","13200.0","2","114000.0","10","35400.0","0"
"311535","CATAS ALTAS","MG","2021","2","15600","0","1800.0","2","13800.0","0","0","0"
"311540","CATAS ALTAS DA NORUEGA","MG","2021","2","6000","0","0","0","0","2","6000.0","0"
"311545","CATUJI","MG","2021","1","6000","0","0","1","6000.0","0","0","0"
"311547","CATUTI","MG","2021","0","0","0","0","0","0","0","0","0"
"311550","CAXAMBU","MG","2021","4","45000","0","2400.0","3","39600.0","1","3000.0","0"
"311560","CEDRO DO ABAETÉ","MG","2021","0","0","0","0","0","0","0","0","0"
"311570","CENTRAL DE MINAS","MG","2021","0","7800","0","4800.0","0","3000.0","0","0","0"
"311580","CENTRALINA","MG","2021","0","11400","0","3000.0","0","8400.0","0","0","0"
"311590","CHÁCARA","MG","2021","0","10800","0","4800.0","0","6000.0","0","0","0"
"311600","CHALÉ","MG","2021","1","7800","0","600.0","0","4200.0","1","3000.0","0"
"311610","CHAPADA DO NORTE","MG","2021","1","13800","0","5400.0","0","5400.0","1","3000.0","0"
"311615","CHAPADA GAÚCHA","MG","2021","1","12600","0","600.0","0","9000.0","1","3000.0","0"
"311620","CHIADOR","MG","2021","0","9600","0","0","0","9600.0","0","0","0"
"311630","CIPOTÂNEA","MG","2021","0","1800","0","1800.0","0","0","0","0","0"
"311640","CLARAVAL","MG","2021","1","6600","0","0","0","3600.0","1","3000.0","0"
"311650","CLARO DOS POÇÕES","MG","2021","2","18000","0","0","1","15000.0","1","3000.0","0"
"311660","CLÁUDIO","MG","2021","0","34200","0","1200.0","0","33000.0","0","0","0"
"311670","COIMBRA","MG","2021","2","8400","0","600.0","0","1800.0","2","6000.0","0"
"311680","COLUNA","MG","2021","4","15000","0","1800.0","2","7200.0","2","6000.0","0"
"311690","COMENDADOR GOMES","MG","2021","0","1800","0","0","0","1800.0","0","0","0"
"311700","COMERCINHO","MG","2021","0","10800","0","4200.0","0","6600.0","0","0","0"
"311710","CONCEIÇÃO DA APARECIDA","MG","2021","1","17400","0","1800.0","0","12600.0","1","3000.0","0"
"311720","CONCEIÇÃO DAS PEDRAS","MG","2021","1","7800","0","600.0","0","4200.0","1","3000.0","0"
"311730","CONCEIÇÃO DAS ALAGOAS","MG","2021","1","61800","0","7200.0","0","46200.0","1","8400.0","0"
"311740","CONCEIÇÃO DE IPANEMA","MG","2021","1","6000","0","0","0","3000.0","1","3000.0","0"
"311750","CONCEIÇÃO DO MATO DENTRO","MG","2021","0","22200","0","4800.0","0","17400.0","0","0","0"
"311760","CONCEIÇÃO DO PARÁ","MG","2021","0","3600","0","0","0","3600.0","0","0","0"
"311770","CONCEIÇÃO DO RIO VERDE","MG","2021","4","43200","0","4800.0","1","29400.0","3","9000.0","0"
"311780","CONCEIÇÃO DOS OUROS","MG","2021","0","19800","0","2400.0","0","17400.0","0","0","0"
"311783","CÔNEGO MARINHO","MG","2021","1","10800","0","1800.0","0","6000.0","1","3000.0","0"
"311787","CONFINS","MG","2021","4","42000","0","3000.0","1","24000.0","3","15000.0","0"
"311790","CONGONHAL","MG","2021","0","12000","0","1800.0","0","7800.0","0","2400.0","0"
"311800","CONGONHAS","MG","2021","5","95400","0","14400.0","4","78000.0","1","3000.0","0"
"311810","CONGONHAS DO NORTE","MG","2021","0","4200","0","3600.0","0","600.0","0","0","0"
"311820","CONQUISTA","MG","2021","0","18600","0","0","0","18600.0","0","0","0"
"311830","CONSELHEIRO LAFAIETE","MG","2021","17","272700","0","22800.0","5","205200.0","12","44700.0","0"
"311840","CONSELHEIRO PENA","MG","2021","7","50400","0","600.0","2","34800.0","5","15000.0","0"
"311850","CONSOLAÇÃO","MG","2021","0","1200","0","0","0","1200.0","0","0","0"
"311860","CONTAGEM","MG","2021","178","1828200","0","82800.0","68","1350000.0","110","395400.0","0"
"311870","COQUEIRAL","MG","2021","0","10200","0","600.0","0","9600.0","0","0","0"
"311880","CORAÇÃO DE JESUS","MG","2021","3","32400","0","6600.0","0","16800.0","3","9000.0","0"
"311890","CORDISBURGO","MG","2021","1","13200","0","3600.0","0","6600.0","1","3000.0","0"
"311900","CORDISLÂNDIA","MG","2021","0","2400","0","0","0","2400.0","0","0","0"
"311910","CORINTO","MG","2021","1","40800","0","7200.0","0","30600.0","1","3000.0","0"
"311920","COROACI","MG","2021","2","19800","0","1800.0","2","18000.0","0","0","0"
"311930","COROMANDEL","MG","2021","5","48600","0","4200.0","0","29400.0","5","15000.0","0"
"311940","CORONEL FABRICIANO","MG","2021","40","322200","0","41400.0","18","211200.0","22","69600.0","0"
"311950","CORONEL MURTA","MG","2021","0","22200","0","9600.0","0","12600.0","0","0","0"
"311960","CORONEL PACHECO","MG","2021","0","4200","0","0","0","4200.0","0","0","0"
"311970","CORONEL XAVIER CHAVES","MG","2021","0","4800","0","0","0","4800.0","0","0","0"
"311980","CÓRREGO DANTA","MG","2021","0","12600","0","0","0","12600.0","0","0","0"
"311990","CÓRREGO DO BOM JESUS","MG","2021","0","8400","0","0","0","8400.0","0","0","0"
"311995","CÓRREGO FUNDO","MG","2021","0","16200","0","4200.0","0","12000.0","0","0","0"
"312000","CÓRREGO NOVO","MG","2021","1","9000","0","1200.0","1","7800.0","0","0","0"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","2021","1","8400","0","1800.0","0","3600.0","1","3000.0","0"
"312015","CRISÓLITA","MG","2021","0","3000","0","1800.0","0","1200.0","0","0","0"
"312020","CRISTAIS","MG","2021","0","6600","0","600.0","0","6000.0","0","0","0"
"312030","CRISTÁLIA","MG","2021","1","9600","0","0","0","6600.0","1","3000.0","0"
"312040","CRISTIANO OTONI","MG","2021","1","33000","0","1200.0","0","22800.0","1","9000.0","0"
"312050","CRISTINA","MG","2021","0","6600","0","0","0","6600.0","0","0","0"
"312060","CRUCILÂNDIA","MG","2021","0","8400","0","600.0","0","7800.0","0","0","0"
"312070","CRUZEIRO DA FORTALEZA","MG","2021","1","7200","0","600.0","0","3600.0","1","3000.0","0"
"312080","CRUZÍLIA","MG","2021","2","33600","0","3600.0","0","21000.0","2","9000.0","0"
"312083","CUPARAQUE","MG","2021","2","12600","0","2400.0","2","10200.0","0","0","0"
"312087","CURRAL DE DENTRO","MG","2021","1","13800","0","2400.0","1","11400.0","0","0","0"
"312090","CURVELO","MG","2021","15","196800","0","19200.0","2","139200.0","13","38400.0","0"
"312100","DATAS","MG","2021","3","22200","0","1200.0","0","9000.0","3","12000.0","0"
"312110","DELFIM MOREIRA","MG","2021","0","8400","0","0","0","8400.0","0","0","0"
"312120","DELFINÓPOLIS","MG","2021","0","16200","0","3600.0","0","12600.0","0","0","0"
"312125","DELTA","MG","2021","0","4800","0","0","0","4800.0","0","0","0"
"312130","DESCOBERTO","MG","2021","1","5400","0","0","0","2400.0","1","3000.0","0"
"312140","DESTERRO DE ENTRE RIOS","MG","2021","0","3000","0","0","0","3000.0","0","0","0"
"312150","DESTERRO DO MELO","MG","2021","1","7800","0","600.0","0","4200.0","1","3000.0","0"
"312160","DIAMANTINA","MG","2021","12","225600","0","24000.0","4","175200.0","8","26400.0","0"
"312170","DIOGO DE VASCONCELOS","MG","2021","0","3000","0","600.0","0","2400.0","0","0","0"
"312180","DIONÍSIO","MG","2021","1","7800","0","0","0","4800.0","1","3000.0","0"
"312190","DIVINÉSIA","MG","2021","1","12600","0","1800.0","0","7800.0","1","3000.0","0"
"312200","DIVINO","MG","2021","0","13800","0","2400.0","0","11400.0","0","0","0"
"312210","DIVINO DAS LARANJEIRAS","MG","2021","3","13200","0","600.0","2","9600.0","1","3000.0","0"
"312220","DIVINOLÂNDIA DE MINAS","MG","2021","1","5400","0","2400.0","0","0","1","3000.0","0"
"312230","DIVINÓPOLIS","MG","2021","30","531600","0","30000.0","20","471600.0","10","30000.0","0"
"312235","DIVISA ALEGRE","MG","2021","0","7800","0","3000.0","0","4800.0","0","0","0"
"312240","DIVISA NOVA","MG","2021","1","17400","0","0","0","13200.0","1","4200.0","0"
"312245","DIVISÓPOLIS","MG","2021","1","14400","1","4200.0","0","10200.0","0","0","0"
"312247","DOM BOSCO","MG","2021","0","600","0","0","0","600.0","0","0","0"
"312250","DOM CAVATI","MG","2021","2","13200","0","0","2","13200.0","0","0","0"
"312260","DOM JOAQUIM","MG","2021","0","10800","0","600.0","0","10200.0","0","0","0"
"312270","DOM SILVÉRIO","MG","2021","3","18600","0","1800.0","0","7800.0","3","9000.0","0"
"312280","DOM VIÇOSO","MG","2021","3","15000","0","2400.0","0","3600.0","3","9000.0","0"
"312290","DONA EUSÉBIA","MG","2021","1","15000","0","600.0","0","8400.0","1","6000.0","0"
"312300","DORES DE CAMPOS","MG","2021","0","19200","0","1200.0","0","18000.0","0","0","0"
"312310","DORES DE GUANHÃES","MG","2021","3","22800","0","3600.0","0","10200.0","3","9000.0","0"
"312320","DORES DO INDAIÁ","MG","2021","2","18600","0","2400.0","2","16200.0","0","0","0"
"312330","DORES DO TURVO","MG","2021","0","1800","0","0","0","1800.0","0","0","0"
"312340","DORESÓPOLIS","MG","2021","0","0","0","0","0","0","0","0","0"
"312350","DOURADOQUARA","MG","2021","0","1800","0","0","0","1800.0","0","0","0"
"312352","DURANDÉ","MG","2021","1","10800","0","0","0","7800.0","1","3000.0","0"
"312360","ELÓI MENDES","MG","2021","5","40800","0","600.0","0","25200.0","5","15000.0","0"
"312370","ENGENHEIRO CALDAS","MG","2021","2","17400","0","1200.0","1","13200.0","1","3000.0","0"
"312380","ENGENHEIRO NAVARRO","MG","2021","1","15000","0","1200.0","0","10800.0","1","3000.0","0"
"312385","ENTRE FOLHAS","MG","2021","1","7800","0","0","0","4800.0","1","3000.0","0"
"312390","ENTRE RIOS DE MINAS","MG","2021","0","18600","0","600.0","0","18000.0","0","0","0"
"312400","ERVÁLIA","MG","2021","0","10800","0","0","0","10800.0","0","0","0"
"312410","ESMERALDAS","MG","2021","16","186600","0","23400.0","7","128400.0","9","34800.0","0"
"312420","ESPERA FELIZ","MG","2021","1","45600","0","7200.0","0","35400.0","1","3000.0","0"
"312430","ESPINOSA","MG","2021","1","17400","0","4200.0","0","10200.0","1","3000.0","0"
"312440","ESPÍRITO SANTO DO DOURADO","MG","2021","0","2400","0","0","0","2400.0","0","0","0"
"312450","ESTIVA","MG","2021","1","10200","0","600.0","0","6600.0","1","3000.0","0"
"312460","ESTRELA DALVA","MG","2021","0","1200","0","0","0","1200.0","0","0","0"
"312470","ESTRELA DO INDAIÁ","MG","2021","0","4800","0","0","0","4800.0","0","0","0"
"312480","ESTRELA DO SUL","MG","2021","0","9600","0","0","0","9600.0","0","0","0"
"312490","EUGENÓPOLIS","MG","2021","3","20400","0","600.0","1","13800.0","2","6000.0","0"
"312500","EWBANK DA CÂMARA","MG","2021","1","4800","0","600.0","0","1200.0","1","3000.0","0"
"312510","EXTREMA","MG","2021","5","85800","0","7800.0","1","66000.0","4","12000.0","0"
"312520","FAMA","MG","2021","0","6600","0","600.0","0","6000.0","0","0","0"
"312530","FARIA LEMOS","MG","2021","0","1800","0","1200.0","0","600.0","0","0","0"
"312540","FELÍCIO DOS SANTOS","MG","2021","0","7800","0","0","0","7800.0","0","0","0"
"312550","SÃO GONÇALO DO RIO PRETO","MG","2021","0","1200","0","0","0","1200.0","0","0","0"
"312560","FELISBURGO","MG","2021","1","10200","0","600.0","0","6600.0","1","3000.0","0"
"312570","FELIXLÂNDIA","MG","2021","3","28800","0","1800.0","1","21000.0","2","6000.0","0"
"312580","FERNANDES TOURINHO","MG","2021","1","8400","0","1200.0","0","4200.0","1","3000.0","0"
"312590","FERROS","MG","2021","5","27600","0","1200.0","0","11400.0","5","15000.0","0"
"312595","FERVEDOURO","MG","2021","0","8400","0","0","0","8400.0","0","0","0"
"312600","FLORESTAL","MG","2021","2","19800","0","1800.0","1","15000.0","1","3000.0","0"
"312610","FORMIGA","MG","2021","8","118800","0","9000.0","5","100800.0","3","9000.0","0"
"312620","FORMOSO","MG","2021","0","1200","0","1200.0","0","0","0","0","0"
"312630","FORTALEZA DE MINAS","MG","2021","0","2400","0","1800.0","0","600.0","0","0","0"
"312640","FORTUNA DE MINAS","MG","2021","1","7200","0","600.0","0","3600.0","1","3000.0","0"
"312650","FRANCISCO BADARÓ","MG","2021","1","7800","0","1800.0","0","3000.0","1","3000.0","0"
"312660","FRANCISCO DUMONT","MG","2021","0","3000","0","600.0","0","2400.0","0","0","0"
"312670","FRANCISCO SÁ","MG","2021","2","27000","0","4200.0","0","16800.0","2","6000.0","0"
"312675","FRANCISCÓPOLIS","MG","2021","1","6000","0","0","0","3000.0","1","3000.0","0"
"312680","FREI GASPAR","MG","2021","1","5400","0","600.0","0","1800.0","1","3000.0","0"
"312690","FREI INOCÊNCIO","MG","2021","5","19800","0","600.0","2","10200.0","3","9000.0","0"
"312695","FREI LAGONEGRO","MG","2021","1","3000","0","0","0","0","1","3000.0","0"
"312700","FRONTEIRA","MG","2021","0","33000","0","7800.0","0","25200.0","0","0","0"
"312705","FRONTEIRA DOS VALES","MG","2021","1","3000","0","0","0","0","1","3000.0","0"
"312707","FRUTA DE LEITE","MG","2021","1","4800","0","0","0","1800.0","1","3000.0","0"
"312710","FRUTAL","MG","2021","17","135600","0","10200.0","0","65400.0","17","60000.0","0"
"312720","FUNILÂNDIA","MG","2021","3","13200","0","600.0","0","600.0","3","12000.0","0"
"312730","GALILÉIA","MG","2021","1","18000","0","600.0","1","17400.0","0","0","0"
"312733","GAMELEIRAS","MG","2021","0","6000","0","2400.0","0","3600.0","0","0","0"
"312735","GLAUCILÂNDIA","MG","2021","1","6600","0","0","0","3600.0","1","3000.0","0"
"312737","GOIABEIRA","MG","2021","0","4800","0","1800.0","0","3000.0","0","0","0"
"312738","GOIANÁ","MG","2021","0","4200","0","0","0","4200.0","0","0","0"
"312740","GONÇALVES","MG","2021","1","9000","0","0","0","6000.0","1","3000.0","0"
"312750","GONZAGA","MG","2021","0","7200","0","2400.0","0","4800.0","0","0","0"
"312760","GOUVEIA","MG","2021","4","46200","0","1800.0","0","29400.0","4","15000.0","0"
"312770","GOVERNADOR VALADARES","MG","2021","234","1415400","0","104400.0","104","872400.0","130","438600.0","0"
"312780","GRÃO MOGOL","MG","2021","1","18600","0","1800.0","0","13800.0","1","3000.0","0"
"312790","GRUPIARA","MG","2021","0","0","0","0","0","0","0","0","0"
"312800","GUANHÃES","MG","2021","11","106800","0","21600.0","4","62400.0","7","22800.0","0"
"312810","GUAPÉ","MG","2021","2","22200","0","0","0","16200.0","2","6000.0","0"
"312820","GUARACIABA","MG","2021","1","7800","0","0","0","4800.0","1","3000.0","0"
"312825","GUARACIAMA","MG","2021","1","6000","0","1800.0","0","1200.0","1","3000.0","0"
"312830","GUARANÉSIA","MG","2021","0","45000","0","3600.0","0","41400.0","0","0","0"
"312840","GUARANI","MG","2021","0","11400","0","0","0","11400.0","0","0","0"
"312850","GUARARÁ","MG","2021","1","9000","0","1800.0","0","1200.0","1","6000.0","0"
"312860","GUARDA-MOR","MG","2021","0","4200","0","600.0","0","3600.0","0","0","0"
"312870","GUAXUPÉ","MG","2021","2","72600","0","12000.0","0","51600.0","2","9000.0","0"
"312880","GUIDOVAL","MG","2021","1","12000","0","3000.0","0","6000.0","1","3000.0","0"
"312890","GUIMARÂNIA","MG","2021","0","3600","0","0","0","3600.0","0","0","0"
"312900","GUIRICEMA","MG","2021","1","6000","0","0","1","6000.0","0","0","0"
"312910","GURINHATÃ","MG","2021","0","1200","0","600.0","0","600.0","0","0","0"
"312920","HELIODORA","MG","2021","0","3600","0","1200.0","0","2400.0","0","0","0"
"312930","IAPU","MG","2021","4","28200","0","2400.0","1","16800.0","3","9000.0","0"
"312940","IBERTIOGA","MG","2021","0","6600","0","0","0","6600.0","0","0","0"
"312950","IBIÁ","MG","2021","2","31200","0","4200.0","0","21000.0","2","6000.0","0"
"312960","IBIAÍ","MG","2021","0","8400","0","1800.0","0","6600.0","0","0","0"
"312965","IBIRACATU","MG","2021","0","5400","0","1800.0","0","3600.0","0","0","0"
"312970","IBIRACI","MG","2021","0","23400","0","0","0","19800.0","0","3600.0","0"
"312980","IBIRITÉ","MG","2021","42","486600","0","53400.0","13","335400.0","29","97800.0","0"
"312990","IBITIÚRA DE MINAS","MG","2021","0","6000","0","1800.0","0","4200.0","0","0","0"
"313000","IBITURUNA","MG","2021","1","13200","0","600.0","0","9600.0","1","3000.0","0"
"313005","ICARAÍ DE MINAS","MG","2021","0","9600","0","1800.0","0","7800.0","0","0","0"
"313010","IGARAPÉ","MG","2021","11","117000","0","6000.0","5","91200.0","6","19800.0","0"
"313020","IGARATINGA","MG","2021","0","3600","0","0","0","3600.0","0","0","0"
"313030","IGUATAMA","MG","2021","0","5400","0","600.0","0","4800.0","0","0","0"
"313040","IJACI","MG","2021","1","14400","0","3600.0","1","10800.0","0","0","0"
"313050","ILICÍNEA","MG","2021","3","30600","0","7800.0","0","13800.0","3","9000.0","0"
"313055","IMBÉ DE MINAS","MG","2021","1","10800","0","2400.0","1","8400.0","0","0","0"
"313060","INCONFIDENTES","MG","2021","0","16800","0","0","0","16800.0","0","0","0"
"313065","INDAIABIRA","MG","2021","0","1200","0","0","0","1200.0","0","0","0"
"313070","INDIANÓPOLIS","MG","2021","0","12000","0","0","0","12000.0","0","0","0"
"313080","INGAÍ","MG","2021","0","7800","0","1800.0","0","6000.0","0","0","0"
"313090","INHAPIM","MG","2021","7","52800","0","9600.0","5","37200.0","2","6000.0","0"
"313100","INHAÚMA","MG","2021","2","13800","0","1800.0","0","6000.0","2","6000.0","0"
"313110","INIMUTABA","MG","2021","0","15000","0","4800.0","0","10200.0","0","0","0"
"313115","IPABA","MG","2021","6","55200","0","9000.0","3","37200.0","3","9000.0","0"
"313120","IPANEMA","MG","2021","4","30000","0","3600.0","2","20400.0","2","6000.0","0"
"313130","IPATINGA","MG","2021","140","994800","0","61200.0","69","685800.0","71","247800.0","0"
"313140","IPIAÇU","MG","2021","0","7200","0","0","0","7200.0","0","0","0"
"313150","IPUIÚNA","MG","2021","1","13200","0","3000.0","0","7200.0","1","3000.0","0"
"313160","IRAÍ DE MINAS","MG","2021","0","24600","0","4200.0","0","20400.0","0","0","0"
"313170","ITABIRA","MG","2021","13","230400","0","13200.0","7","199200.0","6","18000.0","0"
"313180","ITABIRINHA","MG","2021","8","40200","0","3600.0","5","27600.0","3","9000.0","0"
"313190","ITABIRITO","MG","2021","2","116400","0","6600.0","2","109800.0","0","0","0"
"313200","ITACAMBIRA","MG","2021","1","12000","0","2400.0","0","6600.0","1","3000.0","0"
"313210","ITACARAMBI","MG","2021","0","28800","0","6000.0","0","22800.0","0","0","0"
"313220","ITAGUARA","MG","2021","0","31800","0","5400.0","0","26400.0","0","0","0"
"313230","ITAIPÉ","MG","2021","1","7800","0","0","1","7800.0","0","0","0"
"313240","ITAJUBÁ","MG","2021","19","219000","0","6000.0","8","182400.0","11","30600.0","0"
"313250","ITAMARANDIBA","MG","2021","3","58200","0","10800.0","1","41400.0","2","6000.0","0"
"313260","ITAMARATI DE MINAS","MG","2021","0","1800","0","0","0","1800.0","0","0","0"
"313270","ITAMBACURI","MG","2021","3","21600","0","600.0","1","15000.0","2","6000.0","0"
"313280","ITAMBÉ DO MATO DENTRO","MG","2021","0","1800","0","1800.0","0","0","0","0","0"
"313290","ITAMOGI","MG","2021","1","20400","0","1200.0","0","16200.0","1","3000.0","0"
"313300","ITAMONTE","MG","2021","2","22200","0","0","0","16200.0","2","6000.0","0"
"313310","ITANHANDU","MG","2021","0","28200","0","5400.0","0","22800.0","0","0","0"
"313320","ITANHOMI","MG","2021","9","40800","0","1800.0","6","30000.0","3","9000.0","0"
"313330","ITAOBIM","MG","2021","1","46200","0","12000.0","0","31200.0","1","3000.0","0"
"313340","ITAPAGIPE","MG","2021","0","12000","0","0","0","12000.0","0","0","0"
"313350","ITAPECERICA","MG","2021","0","43200","0","3600.0","0","39600.0","0","0","0"
"313360","ITAPEVA","MG","2021","3","20400","0","600.0","1","13800.0","2","6000.0","0"
"313370","ITATIAIUÇU","MG","2021","0","19800","0","0","0","19800.0","0","0","0"
"313375","ITAÚ DE MINAS","MG","2021","5","55200","0","9000.0","0","28800.0","5","17400.0","0"
"313380","ITAÚNA","MG","2021","7","177600","0","17400.0","4","148200.0","3","12000.0","0"
"313390","ITAVERAVA","MG","2021","1","4800","0","0","0","1800.0","1","3000.0","0"
"313400","ITINGA","MG","2021","0","11400","0","0","0","11400.0","0","0","0"
"313410","ITUETA","MG","2021","1","6000","0","600.0","1","5400.0","0","0","0"
"313420","ITUIUTABA","MG","2021","15","213000","0","24600.0","3","143400.0","12","45000.0","0"
"313430","ITUMIRIM","MG","2021","0","13200","0","1800.0","0","11400.0","0","0","0"
"313440","ITURAMA","MG","2021","4","78000","0","7200.0","2","64800.0","2","6000.0","0"
"313450","ITUTINGA","MG","2021","0","600","0","0","0","600.0","0","0","0"
"313460","JABOTICATUBAS","MG","2021","4","55200","0","5400.0","1","40800.0","3","9000.0","0"
"313470","JACINTO","MG","2021","23","91800","0","4800.0","0","13800.0","23","73200.0","0"
"313480","JACUÍ","MG","2021","0","9000","0","1200.0","0","7800.0","0","0","0"
"313490","JACUTINGA","MG","2021","5","43800","0","3000.0","2","31800.0","3","9000.0","0"
"313500","JAGUARAÇU","MG","2021","2","17400","0","4200.0","0","7200.0","2","6000.0","0"
"313505","JAÍBA","MG","2021","0","25200","0","1200.0","0","24000.0","0","0","0"
"313507","JAMPRUCA","MG","2021","1","16800","0","9000.0","1","7800.0","0","0","0"
"313510","JANAÚBA","MG","2021","4","103200","0","9000.0","1","85200.0","3","9000.0","0"
"313520","JANUÁRIA","MG","2021","10","144000","0","24600.0","0","89400.0","10","30000.0","0"
"313530","JAPARAÍBA","MG","2021","0","7200","0","1800.0","0","5400.0","0","0","0"
"313535","JAPONVAR","MG","2021","0","4200","0","1200.0","0","3000.0","0","0","0"
"313540","JECEABA","MG","2021","0","4200","0","0","0","4200.0","0","0","0"
"313545","JENIPAPO DE MINAS","MG","2021","1","11400","0","4800.0","0","3600.0","1","3000.0","0"
"313550","JEQUERI","MG","2021","1","19800","0","4800.0","0","9000.0","1","6000.0","0"
"313560","JEQUITAÍ","MG","2021","4","23400","0","0","0","8400.0","4","15000.0","0"
"313570","JEQUITIBÁ","MG","2021","2","19200","0","0","0","10200.0","2","9000.0","0"
"313580","JEQUITINHONHA","MG","2021","2","42000","0","6600.0","0","28200.0","2","7200.0","0"
"313590","JESUÂNIA","MG","2021","0","8400","0","0","0","8400.0","0","0","0"
"313600","JOAÍMA","MG","2021","1","12000","0","1800.0","1","10200.0","0","0","0"
"313610","JOANÉSIA","MG","2021","1","12000","0","4800.0","0","4200.0","1","3000.0","0"
"313620","JOÃO MONLEVADE","MG","2021","21","249600","0","12600.0","5","180000.0","16","57000.0","0"
"313630","JOÃO PINHEIRO","MG","2021","2","87000","0","6000.0","1","78000.0","1","3000.0","0"
"313640","JOAQUIM FELÍCIO","MG","2021","0","3000","0","600.0","0","2400.0","0","0","0"
"313650","JORDÂNIA","MG","2021","0","15000","0","4800.0","0","10200.0","0","0","0"
"313652","JOSÉ GONÇALVES DE MINAS","MG","2021","1","9600","0","600.0","0","6000.0","1","3000.0","0"
"313655","JOSÉ RAYDAN","MG","2021","1","4200","0","0","0","1200.0","1","3000.0","0"
"313657","JOSENÓPOLIS","MG","2021","0","2400","0","0","0","2400.0","0","0","0"
"313660","NOVA UNIÃO","MG","2021","1","11400","0","1200.0","0","7200.0","1","3000.0","0"
"313665","JUATUBA","MG","2021","3","67800","0","12600.0","1","49200.0","2","6000.0","0"
"313670","JUIZ DE FORA","MG","2021","129","1590000","1","106200.0","52","1229400.0","76","254400.0","0"
"313680","JURAMENTO","MG","2021","0","4200","0","0","0","4200.0","0","0","0"
"313690","JURUAIA","MG","2021","0","18000","0","2400.0","0","15600.0","0","0","0"
"313695","JUVENÍLIA","MG","2021","0","6600","0","600.0","0","6000.0","0","0","0"
"313700","LADAINHA","MG","2021","1","18600","0","1200.0","1","17400.0","0","0","0"
"313710","LAGAMAR","MG","2021","0","5400","0","0","0","5400.0","0","0","0"
"313720","LAGOA DA PRATA","MG","2021","2","96600","0","3600.0","2","93000.0","0","0","0"
"313730","LAGOA DOS PATOS","MG","2021","0","1800","0","600.0","0","1200.0","0","0","0"
"313740","LAGOA DOURADA","MG","2021","0","21600","0","7200.0","0","14400.0","0","0","0"
"313750","LAGOA FORMOSA","MG","2021","1","33000","0","0","0","30000.0","1","3000.0","0"
"313753","LAGOA GRANDE","MG","2021","0","7200","0","0","0","7200.0","0","0","0"
"313760","LAGOA SANTA","MG","2021","19","211200","1","7800.0","10","176400.0","8","27000.0","0"
"313770","LAJINHA","MG","2021","4","28200","0","4200.0","0","12000.0","4","12000.0","0"
"313780","LAMBARI","MG","2021","1","53400","0","17400.0","0","33000.0","1","3000.0","0"
"313790","LAMIM","MG","2021","0","6000","0","0","0","6000.0","0","0","0"
"313800","LARANJAL","MG","2021","1","12000","0","6000.0","1","6000.0","0","0","0"
"313810","LASSANCE","MG","2021","0","6000","0","1800.0","0","4200.0","0","0","0"
"313820","LAVRAS","MG","2021","17","285000","0","36000.0","5","207000.0","12","42000.0","0"
"313830","LEANDRO FERREIRA","MG","2021","0","7800","0","5400.0","0","2400.0","0","0","0"
"313835","LEME DO PRADO","MG","2021","1","11400","0","1800.0","0","6600.0","1","3000.0","0"
"313840","LEOPOLDINA","MG","2021","10","103800","0","4800.0","2","72000.0","8","27000.0","0"
"313850","LIBERDADE","MG","2021","0","1200","0","600.0","0","600.0","0","0","0"
"313860","LIMA DUARTE","MG","2021","0","14400","0","1800.0","0","12600.0","0","0","0"
"313862","LIMEIRA DO OESTE","MG","2021","0","13800","0","1800.0","0","12000.0","0","0","0"
"313865","LONTRA","MG","2021","2","12000","0","0","0","6000.0","2","6000.0","0"
"313867","LUISBURGO","MG","2021","4","15000","0","1800.0","0","3600.0","4","9600.0","0"
"313868","LUISLÂNDIA","MG","2021","3","13200","0","0","0","4200.0","3","9000.0","0"
"313870","LUMINÁRIAS","MG","2021","1","9600","0","0","0","6600.0","1","3000.0","0"
"313880","LUZ","MG","2021","0","20400","0","600.0","0","19800.0","0","0","0"
"313890","MACHACALIS","MG","2021","0","1800","0","0","0","1800.0","0","0","0"
